TEAM0,TEAM1,TEAM0_WIN,GP_DIFF,W_DIFF,L_DIFF,MIN_DIFF,FGM_DIFF,FGA_DIFF,FG_PCT_DIFF,FG3M_DIFF,FG3A_DIFF,FG3_PCT_DIFF,FTM_DIFF,FTA_DIFF,FT_PCT_DIFF,OREB_DIFF,DREB_DIFF,REB_DIFF,AST_DIFF,TOV_DIFF,STL_DIFF,BLK_DIFF,BLKA_DIFF,PF_DIFF,PFD_DIFF,PTS_DIFF,PLUS_MINUS_DIFF,GP_RANK_DIFF,W_RANK_DIFF,L_RANK_DIFF,MIN_RANK_DIFF,FGM_RANK_DIFF,FGA_RANK_DIFF,FG_PCT_RANK_DIFF,FG3M_RANK_DIFF,FG3A_RANK_DIFF,FG3_PCT_RANK_DIFF,FTM_RANK_DIFF,FTA_RANK_DIFF,FT_PCT_RANK_DIFF,OREB_RANK_DIFF,DREB_RANK_DIFF,REB_RANK_DIFF,AST_RANK_DIFF,TOV_RANK_DIFF,STL_RANK_DIFF,BLK_RANK_DIFF,BLKA_RANK_DIFF,PF_RANK_DIFF,PFD_RANK_DIFF,PTS_RANK_DIFF,PLUS_MINUS_RANK_DIFF
Philadelphia 76ers,Los Angeles Lakers,0,0,-26,26,15.0,-102,161,-0.024999999999999967,-51,69,-0.024999999999999967,-55,-58,-0.0050000000000000044,60,-276,-216,-230,-28.0,119,-1,76,141,-46,-310,-611.0,0,20,20,-14,6,-7,14,6,-2,13,5,6,2,-5,10,4,11,-3,-17,1,15,14,11,7,11
Los Angeles Lakers,Phoenix Suns,0,0,14,-14,-20.0,-25,-68,0.0010000000000000009,-84,-131,-0.01200000000000001,115,200,-0.025000000000000022,9,-14,-5,-146,-8.0,40,-25,15,-56,67,-19,346.0,0,-15,-15,17,2,4,-2,8,7,11,-16,-19,11,-1,2,1,8,-3,-6,6,1,-5,-14,1,-9
Portland Trail Blazers,Los Angeles Lakers,0,0,-14,14,10.0,-31,389,-0.02899999999999997,-35,114,-0.023999999999999966,-108,-82,-0.02300000000000002,303,-111,192,-179,164.0,45,66,109,143,5,-205,-344.0,0,15,15,-9,3,-21,17,4,-5,12,14,9,13,-25,7,-14,9,17,-11,-14,22,16,-3,3,8
Los Angeles Lakers,Sacramento Kings,0,0,10,-10,-30.0,-173,-378,0.0010000000000000009,60,94,0.009000000000000008,94,164,-0.02100000000000002,-109,-36,-145,-38,53.0,13,10,-6,-133,61,-192,61.0,0,-10,-10,21,11,20,-3,-8,-5,-5,-11,-16,9,11,6,10,5,6,-3,-3,-1,-12,-13,9,-2
San Antonio Spurs,Los Angeles Lakers,1,0,-16,16,0.0,70,355,-0.013999999999999957,66,265,-0.009000000000000008,-162,-181,-0.01100000000000001,104,-2,102,217,-7.0,40,88,12,-52,-148,44,-326.0,0,17,17,0,-6,-15,8,-6,-12,6,22,18,8,-10,1,-7,-12,-2,-10,-18,3,-2,22,-3,7
Los Angeles Lakers,Toronto Raptors,1,0,20,-20,-15.0,-58,-455,0.020999999999999963,123,195,0.018000000000000016,200,173,0.03700000000000003,-242,21,-221,-209,-112.0,-31,19,-140,-323,92,207,452.0,0,-18,-18,14,5,24,-11,-14,-9,-9,-26,-17,-16,23,-4,16,11,-12,6,-6,-25,-25,-18,-4,-10
Utah Jazz,Los Angeles Lakers,0,0,-33,33,15.0,-51,265,-0.024999999999999967,52,286,-0.016000000000000014,-73,-66,-0.01100000000000001,191,54,245,-38,267.0,-78,-7,183,134,4,-123,-866.0,0,24,24,-14,5,-10,13,-5,-13,8,6,7,9,-19,-9,-21,2,18,8,2,26,13,-2,2,14
Washington Wizards,Los Angeles Lakers,0,0,-32,32,0.0,-123,364,-0.03999999999999998,-17,229,-0.030999999999999972,-179,-212,-0.007000000000000006,75,29,104,-73,131.0,-10,53,84,203,-86,-442,-1120.0,0,23,23,0,7,-18,19,2,-10,15,23,22,3,-6,-5,-8,7,15,1,-11,17,19,15,8,16
Memphis Grizzlies,Miami Heat,1,0,11,-11,-45.0,352,516,0.013999999999999957,17,46,0.0,190,254,-0.0050000000000000044,258,59,317,164,171.0,58,148,68,436,263,911,352.0,0,-9,-9,28,-22,-22,-10,-1,-3,-1,-25,-25,4,-23,-5,-19,-6,20,-8,-27,12,28,-27,-22,-10
Memphis Grizzlies,Milwaukee Bucks,1,0,0,0,-10.0,225,572,-0.007000000000000006,-20,103,-0.020000000000000018,78,13,0.03600000000000003,382,-63,319,240,188.0,125,78,135,242,101,508,195.0,0,0,0,11,-10,-23,4,3,-5,10,-7,-3,-16,-27,2,-20,-13,21,-20,-16,23,20,-10,-9,-6
Minnesota Timberwolves,Memphis Grizzlies,0,0,1,-1,25.0,-306,-472,-0.010999999999999954,92,163,0.010000000000000009,-88,-119,0.0030000000000000027,-148,-93,-241,-188,-99.0,-72,-56,-82,-213,-82,-608,12.0,0,-1,-1,-23,17,20,8,-6,-8,-7,11,14,-2,12,9,13,9,-10,11,11,-14,-17,5,11,-1
New Orleans Pelicans,Memphis Grizzlies,0,0,-27,27,10.0,-338,-286,-0.02699999999999997,-155,-267,-0.020000000000000018,-143,-109,-0.03200000000000003,-63,-236,-299,-211,-84.0,-25,-33,-22,-212,-182,-974,-1171.0,0,16,16,-11,20,11,16,16,12,13,21,12,15,4,22,18,11,-9,1,7,-4,-16,23,23,24
Memphis Grizzlies,New York Knicks,1,0,-3,3,-35.0,117,339,-0.007000000000000006,110,312,-0.0020000000000000018,142,212,-0.014000000000000012,166,212,378,76,197.0,55,138,44,304,99,486,62.0,0,6,6,27,-5,-16,3,-13,-14,3,-20,-21,7,-16,-21,-22,-3,23,-6,-26,9,25,-8,-7,-3
Oklahoma City Thunder,Memphis Grizzlies,0,0,20,-20,0.0,-10,-54,0.0030000000000000027,51,78,0.007000000000000006,-130,-236,0.03299999999999992,-185,-18,-203,-128,-324.0,121,3,-58,-80,-168,-99,657.0,0,-10,-10,0,1,1,-1,-5,-3,-5,18,24,-11,17,2,9,4,-27,-6,-1,-11,-4,21,2,-4
Orlando Magic,Memphis Grizzlies,0,0,-7,7,5.0,-540,-620,-0.033999999999999975,-220,-214,-0.04899999999999999,-35,-18,-0.01100000000000001,-142,-302,-444,-443,-120.0,3,26,-89,-63,13,-1335,-408.0,0,4,4,-6,27,27,19,19,10,19,4,5,7,11,24,25,22,-12,-1,-2,-17,-3,-1,26,12
Philadelphia 76ers,Memphis Grizzlies,0,0,-24,24,20.0,-416,-486,-0.024999999999999967,-100,-56,-0.025999999999999968,-60,-64,-0.006000000000000005,-204,-408,-612,-429,-168.0,26,-96,-30,-155,-123,-992,-909.0,0,15,15,-20,24,21,15,10,4,16,6,7,3,19,26,28,21,-19,-2,20,-6,-10,15,24,20
Phoenix Suns,Memphis Grizzlies,0,0,-12,12,25.0,-289,-579,-0.0010000000000000009,35,6,0.01100000000000001,-120,-206,0.02400000000000002,-273,-118,-391,-53,-132.0,-133,-70,-121,-240,-144,-663,-644.0,0,10,10,-23,16,24,3,-4,-1,-8,17,20,-10,25,14,23,2,-13,21,13,-22,-19,18,16,18
Portland Trail Blazers,Memphis Grizzlies,0,0,-12,12,15.0,-345,-258,-0.02899999999999997,-84,-11,-0.024999999999999967,-113,-88,-0.02400000000000002,39,-243,-204,-378,24.0,-48,-29,3,-153,-72,-887,-642.0,0,10,10,-15,21,7,18,8,1,15,15,10,14,-1,23,10,19,1,4,5,1,-8,1,20,17
Memphis Grizzlies,Sacramento Kings,1,0,8,-8,-35.0,141,269,0.0010000000000000009,109,219,0.010000000000000009,99,170,-0.020000000000000018,155,96,251,161,193.0,106,105,100,163,138,490,359.0,0,-5,-5,27,-7,-8,-4,-12,-11,-8,-12,-17,8,-13,-10,-14,-5,22,-18,-22,20,12,-17,-8,-11
San Antonio Spurs,Memphis Grizzlies,0,0,-14,14,5.0,-244,-292,-0.013999999999999957,17,140,-0.010000000000000009,-167,-187,-0.01200000000000001,-160,-134,-294,18,-147.0,-53,-7,-94,-348,-225,-638,-624.0,0,12,12,-6,12,13,9,-2,-6,9,23,19,9,14,17,17,-2,-18,5,1,-18,-26,26,14,16
Memphis Grizzlies,Toronto Raptors,1,0,18,-18,-20.0,256,192,0.020999999999999963,172,320,0.019000000000000017,205,179,0.038000000000000034,22,153,175,-10,28.0,62,114,-34,-27,169,889,750.0,0,-13,-13,20,-13,-4,-12,-18,-15,-12,-27,-18,-17,-1,-20,-8,1,4,-9,-25,-4,-1,-22,-21,-19
Memphis Grizzlies,Utah Jazz,1,0,31,-31,-20.0,365,382,0.024999999999999967,-3,-161,0.017000000000000015,78,72,0.01200000000000001,73,78,151,237,-127.0,171,102,-77,162,73,805,1164.0,0,-19,-19,20,-23,-18,-14,1,7,-11,-7,-8,-10,-5,-7,-3,-12,-2,-23,-21,-5,11,-2,-19,-23
Washington Wizards,Memphis Grizzlies,0,0,-30,30,5.0,-437,-283,-0.03999999999999998,-66,104,-0.03199999999999997,-184,-218,-0.008000000000000007,-189,-103,-292,-272,-9.0,-103,-42,-22,-93,-163,-1124,-1418.0,0,18,18,-6,25,10,20,6,-4,18,24,23,4,18,11,16,17,-1,16,8,-4,-5,19,25,25
Milwaukee Bucks,Miami Heat,1,0,11,-11,-35.0,127,-56,0.020999999999999963,37,-57,0.020000000000000018,112,241,-0.041000000000000036,-124,122,-2,-76,-17.0,-67,70,-67,194,162,403,157.0,0,-9,-9,17,-12,1,-14,-4,2,-11,-18,-22,20,4,-7,1,7,-1,12,-11,-11,8,-17,-13,-4
Miami Heat,Minnesota Timberwolves,0,0,-12,12,20.0,-46,-44,-0.0030000000000000027,-109,-209,-0.010000000000000009,-102,-135,0.0020000000000000018,-110,34,-76,24,-72.0,14,-92,14,-223,-181,-303,-364.0,0,10,10,-5,5,2,2,7,11,8,14,11,-2,11,-4,6,-3,-10,-3,16,2,-11,22,11,11
New Orleans Pelicans,Miami Heat,0,0,-16,16,-35.0,14,230,-0.013000000000000012,-138,-221,-0.020000000000000018,47,145,-0.03700000000000003,195,-177,18,-47,87.0,33,115,46,224,81,-63,-819.0,0,7,7,17,-2,-11,6,15,9,12,-4,-13,19,-19,17,-1,5,11,-7,-20,8,12,-4,1,14
New York Knicks,Miami Heat,1,0,14,-14,-10.0,235,177,0.020999999999999963,-93,-266,0.0020000000000000018,48,42,0.009000000000000008,92,-153,-61,88,-26.0,3,10,24,132,164,425,290.0,0,-15,-15,1,-17,-6,-13,12,11,-4,-5,-4,-3,-7,16,3,-3,-3,-2,-1,3,3,-19,-15,-7
Miami Heat,Oklahoma City Thunder,0,0,-31,31,45.0,-342,-462,-0.01699999999999996,-68,-124,-0.007000000000000006,-60,-18,-0.027999999999999914,-73,-41,-114,-36,153.0,-179,-151,-10,-356,-95,-812,-1009.0,0,19,19,-28,21,21,11,6,6,6,7,1,7,6,3,10,2,7,14,28,-1,-24,6,20,14
Orlando Magic,Miami Heat,0,0,4,-4,-40.0,-188,-104,-0.020000000000000018,-203,-168,-0.04899999999999999,155,236,-0.016000000000000014,116,-243,-127,-279,51.0,61,174,-21,373,276,-424,-56.0,0,-5,-5,22,5,5,9,18,7,18,-21,-20,11,-12,19,6,16,8,-9,-29,-5,25,-28,4,2
Miami Heat,Philadelphia 76ers,1,0,13,-13,25.0,64,-30,0.01100000000000001,83,10,0.025999999999999968,-130,-190,0.01100000000000001,-54,349,295,265,-3.0,-84,-52,-38,-281,-140,81,557.0,0,-6,-6,-8,-2,1,-5,-9,-1,-15,19,18,-7,4,-21,-9,-15,-1,10,7,-6,-18,12,-2,-10
Miami Heat,Phoenix Suns,0,0,1,-1,20.0,-63,63,-0.012999999999999956,-52,-52,-0.01100000000000001,-70,-48,-0.019000000000000017,15,59,74,-111,-39.0,75,-78,53,-196,-119,-248,292.0,0,-1,-1,-5,6,-2,7,5,4,9,8,5,6,-2,-9,-4,4,-7,-13,14,10,-9,9,6,-8
Miami Heat,Portland Trail Blazers,0,0,1,-1,30.0,-7,-258,0.015000000000000013,67,-35,0.024999999999999967,-77,-166,0.029000000000000026,-297,184,-113,214,-195.0,-10,-119,-71,-283,-191,-24,290.0,0,-1,-1,-13,1,15,-8,-7,2,-14,10,15,-18,24,-18,9,-13,-21,4,22,-13,-20,26,2,-7
Miami Heat,Sacramento Kings,0,0,-3,3,10.0,-211,-247,-0.012999999999999956,92,173,0.010000000000000009,-91,-84,-0.015000000000000013,-103,37,-66,-3,22.0,48,-43,32,-273,-125,-421,7.0,0,4,4,-1,15,14,6,-11,-8,-7,13,8,4,10,-5,5,1,2,-10,5,8,-16,10,14,-1
Miami Heat,San Antonio Spurs,0,0,3,-3,40.0,-108,-224,0.0,-34,-186,0.010000000000000009,-23,-67,0.017000000000000015,-98,75,-23,-182,-24.0,-5,-141,26,-88,-38,-273,272.0,0,-3,-3,-22,10,9,1,3,9,-8,2,6,-13,9,-12,2,8,-2,3,26,6,-2,1,8,-6
Miami Heat,Toronto Raptors,0,0,7,-7,25.0,-96,-324,0.007000000000000006,155,274,0.019000000000000017,15,-75,0.04300000000000004,-236,94,-142,-174,-143.0,4,-34,-102,-463,-94,-22,398.0,0,-4,-4,-8,9,18,-2,-17,-12,-11,-2,7,-21,22,-15,11,7,-16,-1,2,-16,-29,5,1,-9
Miami Heat,Utah Jazz,0,0,20,-20,25.0,13,-134,0.01100000000000001,-20,-207,0.017000000000000015,-112,-182,0.017000000000000015,-185,19,-166,73,-298.0,113,-46,-145,-274,-190,-106,812.0,0,-10,-10,-8,-1,4,-4,2,10,-10,18,17,-14,18,-2,16,-6,-22,-15,6,-17,-17,25,3,-13
Washington Wizards,Miami Heat,0,0,-19,19,-40.0,-85,233,-0.026000000000000023,-49,150,-0.03199999999999997,6,36,-0.013000000000000012,69,-44,25,-108,162.0,-45,106,46,343,100,-213,-1066.0,0,9,9,22,3,-12,10,5,-7,17,-1,-2,8,-5,6,-3,11,19,8,-19,8,23,-8,3,15
Minnesota Timberwolves,Milwaukee Bucks,0,0,1,-1,15.0,-81,100,-0.01799999999999996,72,266,-0.010000000000000009,-10,-106,0.039000000000000035,234,-156,78,52,89.0,53,22,53,29,19,-100,207.0,0,-1,-1,-12,7,-3,12,-3,-13,3,4,11,-18,-15,11,-7,-4,11,-9,-5,9,3,-5,2,-7
Milwaukee Bucks,New Orleans Pelicans,1,0,27,-27,0.0,113,-286,0.033999999999999975,175,164,0.040000000000000036,65,96,-0.0040000000000000036,-319,299,-20,-29,-104.0,-100,-45,-113,-30,81,466,976.0,0,-16,-16,0,-10,12,-20,-19,-7,-23,-14,-9,1,23,-24,2,2,-12,19,9,-19,-4,-13,-14,-18
Milwaukee Bucks,New York Knicks,0,0,-3,3,-25.0,-108,-233,0.0,130,209,0.018000000000000016,64,199,-0.050000000000000044,-216,275,59,-164,9.0,-70,60,-91,62,-2,-22,-133.0,0,6,6,16,5,7,-1,-16,-9,-7,-13,-18,23,11,-23,-2,10,2,14,-10,-14,5,2,2,3
Milwaukee Bucks,Oklahoma City Thunder,0,0,-20,20,10.0,-215,-518,0.0040000000000000036,-31,-181,0.013000000000000012,52,223,-0.06899999999999995,-197,81,-116,-112,136.0,-246,-81,-77,-162,67,-409,-852.0,0,10,10,-11,9,22,-3,2,8,-5,-11,-21,27,10,-4,11,9,6,26,17,-12,-16,-11,7,10
Milwaukee Bucks,Orlando Magic,1,0,7,-7,5.0,315,48,0.04099999999999998,240,111,0.069,-43,5,-0.025000000000000022,-240,365,125,203,-68.0,-128,-104,-46,-179,-114,827,213.0,0,-4,-4,-5,-17,-4,-23,-22,-5,-29,3,-2,9,16,-26,-5,-9,-9,21,18,-6,-17,11,-17,-6
Milwaukee Bucks,Philadelphia 76ers,1,0,24,-24,-10.0,191,-86,0.03199999999999997,120,-47,0.045999999999999985,-18,51,-0.030000000000000027,-178,471,293,189,-20.0,-151,18,-105,-87,22,484,714.0,0,-15,-15,9,-14,2,-19,-13,1,-26,1,-4,13,8,-28,-8,-8,-2,22,-4,-17,-10,-5,-15,-14
Phoenix Suns,Milwaukee Bucks,0,0,-12,12,15.0,-64,-7,-0.008000000000000007,15,109,-0.009000000000000008,-42,-193,0.06000000000000005,109,-181,-72,187,56.0,-8,8,14,2,-43,-155,-449.0,0,10,10,-12,6,1,7,-1,-6,2,10,17,-26,-2,16,3,-11,8,1,-3,1,1,8,7,12
Portland Trail Blazers,Milwaukee Bucks,0,0,-12,12,5.0,-120,314,-0.035999999999999976,-104,92,-0.044999999999999984,-35,-75,0.01200000000000001,421,-306,115,-138,212.0,77,49,138,89,29,-379,-447.0,0,10,10,-4,11,-16,22,11,-4,25,8,7,-2,-28,25,-10,6,22,-16,-11,24,12,-9,11,11
Sacramento Kings,Milwaukee Bucks,1,0,-8,8,25.0,84,303,-0.008000000000000007,-129,-116,-0.030000000000000027,-21,-157,0.05600000000000005,227,-159,68,79,-5.0,19,-27,35,79,-37,18,-164.0,0,5,5,-16,-3,-15,8,15,6,18,5,14,-24,-14,12,-6,-8,-1,-2,6,3,8,7,-1,5
San Antonio Spurs,Milwaukee Bucks,0,0,-14,14,-5.0,-19,280,-0.020999999999999963,-3,243,-0.030000000000000027,-89,-174,0.02400000000000002,222,-197,25,258,41.0,72,71,41,-106,-124,-130,-429.0,0,12,12,5,2,-10,13,1,-11,19,16,16,-7,-13,19,-3,-15,3,-15,-15,5,-6,16,5,10
Toronto Raptors,Milwaukee Bucks,0,0,-18,18,10.0,-31,380,-0.02799999999999997,-192,-217,-0.039000000000000035,-127,-166,-0.0020000000000000018,360,-216,144,250,160.0,63,-36,169,269,-68,-381,-555.0,0,13,13,-9,3,-19,16,21,10,22,20,15,1,-26,22,-12,-14,17,-11,9,27,21,12,12,13
Utah Jazz,Milwaukee Bucks,0,0,-31,31,10.0,-140,190,-0.03199999999999997,-17,264,-0.03700000000000003,0,-59,0.02400000000000002,309,-141,168,3,315.0,-46,-24,212,80,28,-297,-969.0,0,19,19,-9,13,-5,18,2,-12,21,0,5,-6,-22,9,-17,-1,23,3,5,28,9,-8,10,17
Milwaukee Bucks,Washington Wizards,1,0,30,-30,5.0,212,-289,0.046999999999999986,86,-207,0.05199999999999999,106,205,-0.028000000000000025,-193,166,-27,32,-179.0,-22,-36,-113,-149,62,616,1223.0,0,-18,-18,-5,-15,13,-24,-9,9,-28,-17,-20,12,9,-13,4,-4,-20,4,8,-19,-15,-9,-16,-19
New Orleans Pelicans,Minnesota Timberwolves,0,0,-28,28,-15.0,-32,186,-0.016000000000000014,-247,-430,-0.030000000000000027,-55,10,-0.03500000000000003,85,-143,-58,-23,15.0,47,23,60,1,-100,-366,-1183.0,0,17,17,12,3,-9,8,22,20,20,10,-2,17,-8,13,5,2,1,-10,-4,10,1,18,12,25
Minnesota Timberwolves,New York Knicks,0,0,-2,2,-10.0,-189,-133,-0.01799999999999996,202,475,0.008000000000000007,54,93,-0.01100000000000001,18,119,137,-112,98.0,-17,82,-38,91,17,-122,74.0,0,5,5,4,12,4,11,-19,-22,-4,-9,-7,5,-4,-12,-9,6,13,5,-15,-5,8,-3,4,-4
Minnesota Timberwolves,Oklahoma City Thunder,0,0,-19,19,25.0,-296,-418,-0.013999999999999957,41,85,0.0030000000000000027,42,117,-0.029999999999999916,37,-75,-38,-60,225.0,-193,-59,-24,-133,86,-509,-645.0,0,9,9,-23,16,19,9,-1,-5,-2,-7,-10,9,-5,7,4,5,17,17,12,-3,-13,-16,9,3
Orlando Magic,Minnesota Timberwolves,0,0,-8,8,-20.0,-234,-148,-0.02300000000000002,-312,-377,-0.059,53,101,-0.014000000000000012,6,-209,-203,-255,-21.0,75,82,-7,150,95,-727,-420.0,0,5,5,17,10,7,11,25,18,26,-7,-9,9,-1,15,12,13,-2,-12,-13,-3,14,-6,15,13
Philadelphia 76ers,Minnesota Timberwolves,0,0,-25,25,-5.0,-110,-14,-0.014000000000000012,-192,-219,-0.035999999999999976,28,55,-0.009000000000000008,-56,-315,-371,-241,-69.0,98,-40,52,58,-41,-384,-921.0,0,16,16,3,7,1,7,16,12,23,-5,-7,5,7,17,15,12,-9,-13,9,8,7,10,13,21
Minnesota Timberwolves,Phoenix Suns,1,0,13,-13,0.0,-17,107,-0.009999999999999953,57,157,-0.0010000000000000009,32,87,-0.02100000000000002,125,25,150,-135,33.0,61,14,39,27,62,55,656.0,0,-11,-11,0,1,-4,5,-2,-7,1,-6,-6,8,-13,-5,-10,7,3,-10,-2,8,2,-13,-5,-19
Portland Trail Blazers,Minnesota Timberwolves,0,0,-13,13,-10.0,-39,214,-0.018000000000000016,-176,-174,-0.034999999999999976,-25,31,-0.027000000000000024,187,-150,37,-190,123.0,24,27,85,60,10,-279,-654.0,0,11,11,8,4,-13,10,14,9,22,4,-4,16,-13,14,-3,10,11,-7,-6,15,9,-4,9,18
Sacramento Kings,Minnesota Timberwolves,1,0,-9,9,10.0,165,203,0.009999999999999953,-201,-382,-0.020000000000000018,-11,-51,0.017000000000000015,-7,-3,-10,27,-94.0,-34,-49,-18,50,-56,118,-371.0,0,6,6,-4,-10,-12,-4,18,19,15,1,3,-6,1,1,1,-4,-12,7,11,-6,5,12,-3,12
Minnesota Timberwolves,San Antonio Spurs,1,0,15,-15,20.0,-62,-180,0.0030000000000000027,75,23,0.020000000000000018,79,68,0.015000000000000013,12,41,53,-206,48.0,-19,-49,12,135,143,30,636.0,0,-13,-13,-17,5,7,-1,-4,-2,-16,-12,-5,-11,-2,-8,-4,11,8,6,10,4,9,-21,-3,-17
Toronto Raptors,Minnesota Timberwolves,0,0,-19,19,-5.0,50,280,-0.010000000000000009,-264,-483,-0.029000000000000026,-117,-60,-0.041000000000000036,126,-60,66,198,71.0,10,-58,116,240,-87,-281,-762.0,0,14,14,3,-4,-16,4,24,23,19,16,4,19,-11,11,-5,-10,6,-2,14,18,18,17,10,20
Utah Jazz,Minnesota Timberwolves,0,0,-32,32,-5.0,-59,90,-0.014000000000000012,-89,-2,-0.027000000000000024,10,47,-0.015000000000000013,75,15,90,-49,226.0,-99,-46,159,51,9,-197,-1176.0,0,20,20,3,6,-2,6,5,1,18,-4,-6,12,-7,-2,-10,3,12,12,10,19,6,-3,8,24
Washington Wizards,Minnesota Timberwolves,0,0,-31,31,-20.0,-131,189,-0.029000000000000026,-158,-59,-0.04199999999999998,-96,-99,-0.01100000000000001,-41,-10,-51,-84,90.0,-31,14,60,120,-81,-516,-1430.0,0,19,19,17,8,-10,12,12,4,25,13,9,6,6,2,3,8,9,5,-3,10,12,14,14,26
New Orleans Pelicans,New York Knicks,0,0,-30,30,-25.0,-221,53,-0.033999999999999975,-45,45,-0.02200000000000002,-1,103,-0.04600000000000004,103,-24,79,-135,113.0,30,105,22,92,-83,-488,-1109.0,0,22,22,16,15,-5,19,3,-2,16,1,-9,22,-12,1,-4,8,14,-5,-19,5,9,15,16,21
New Orleans Pelicans,Oklahoma City Thunder,0,0,-47,47,10.0,-328,-232,-0.02999999999999997,-206,-345,-0.027000000000000024,-13,127,-0.06499999999999995,122,-218,-96,-83,240.0,-146,-36,36,-132,-14,-875,-1828.0,0,26,26,-11,19,10,17,21,15,18,3,-12,26,-13,20,9,7,18,7,8,7,-12,2,21,28
Orlando Magic,New Orleans Pelicans,0,0,20,-20,-5.0,-202,-334,-0.007000000000000006,-65,53,-0.02899999999999997,108,91,0.02100000000000002,-79,-66,-145,-232,-36.0,28,59,-67,149,195,-361,763.0,0,-12,-12,5,7,16,3,3,-2,6,-17,-7,-8,7,2,7,11,-3,-2,-9,-13,13,-24,3,-12
Philadelphia 76ers,New Orleans Pelicans,0,0,3,-3,10.0,-78,-200,0.0020000000000000018,55,211,-0.00599999999999995,83,45,0.026000000000000023,-141,-172,-313,-218,-84.0,51,-63,-8,57,59,-18,262.0,0,-1,-1,-9,4,10,-1,-6,-8,3,-15,-5,-12,15,4,10,10,-10,-3,13,-2,6,-8,1,-4
New Orleans Pelicans,Phoenix Suns,0,0,-15,15,-15.0,-49,293,-0.025999999999999968,-190,-273,-0.031000000000000028,-23,97,-0.05600000000000005,210,-118,92,-158,48.0,108,37,99,28,-38,-311,-527.0,0,6,6,12,4,-13,13,20,13,21,4,-8,25,-21,8,-5,9,4,-20,-6,18,3,5,7,6
New Orleans Pelicans,Portland Trail Blazers,0,0,-15,15,-5.0,7,-28,0.0020000000000000018,-71,-256,0.004999999999999949,-30,-21,-0.008000000000000007,-102,7,-95,167,-108.0,23,-4,-25,-59,-110,-87,-529.0,0,6,6,4,-1,4,-2,8,11,-2,6,2,1,5,-1,8,-8,-10,-3,2,-5,-8,22,3,7
New Orleans Pelicans,Sacramento Kings,0,0,-19,19,-25.0,-197,-17,-0.025999999999999968,-46,-48,-0.010000000000000009,-44,61,-0.052000000000000046,92,-140,-48,-50,109.0,81,72,78,-49,-44,-484,-812.0,0,11,11,16,13,3,12,4,1,5,9,-5,23,-9,12,4,6,13,-17,-15,16,-4,6,15,13
New Orleans Pelicans,San Antonio Spurs,0,0,-13,13,5.0,-94,6,-0.013000000000000012,-172,-407,-0.010000000000000009,24,78,-0.020000000000000018,97,-102,-5,-229,63.0,28,-26,72,136,43,-336,-547.0,0,4,4,-5,8,-2,7,18,18,4,-2,-7,6,-10,5,1,13,9,-4,6,14,10,-3,9,8
New Orleans Pelicans,Toronto Raptors,0,0,-9,9,-10.0,-82,-94,-0.006000000000000005,17,53,-0.0010000000000000009,62,70,0.006000000000000005,-41,-83,-124,-221,-56.0,37,81,-56,-239,-13,-85,-421.0,0,3,3,9,7,7,4,-2,-3,1,-6,-6,-2,3,2,10,12,-5,-8,-18,-8,-17,1,2,5
Utah Jazz,New Orleans Pelicans,1,0,-4,4,10.0,-27,-96,0.0020000000000000018,158,428,0.0030000000000000027,65,37,0.020000000000000018,-10,158,148,-26,211.0,-146,-69,99,50,109,169,7.0,0,3,3,-9,3,7,-2,-17,-19,-2,-14,-4,-5,1,-15,-15,1,11,22,14,9,5,-21,-4,-1
Washington Wizards,New Orleans Pelicans,0,0,-3,3,-5.0,-99,3,-0.013000000000000012,89,371,-0.011999999999999955,-41,-109,0.02400000000000002,-126,133,7,-61,75.0,-78,-9,0,119,19,-150,-247.0,0,2,2,5,5,-1,4,-10,-16,5,3,11,-11,14,-11,-2,6,8,15,1,0,11,-4,2,1
New York Knicks,Oklahoma City Thunder,0,0,-17,17,35.0,-107,-285,0.0040000000000000036,-161,-390,-0.0050000000000000044,-12,24,-0.018999999999999906,19,-194,-175,52,127.0,-176,-141,14,-224,69,-387,-719.0,0,4,4,-27,4,15,-2,18,17,2,2,-3,4,-1,19,13,-1,4,12,27,2,-21,-13,5,7
Orlando Magic,New York Knicks,0,0,-10,10,-30.0,-423,-281,-0.04099999999999998,-110,98,-0.05099999999999999,107,194,-0.025000000000000022,24,-90,-66,-367,77.0,58,164,-45,241,112,-849,-346.0,0,10,10,21,22,11,22,6,-4,22,-16,-16,14,-5,3,3,19,11,-7,-28,-8,22,-9,19,9
Philadelphia 76ers,New York Knicks,0,0,-27,27,-15.0,-299,-147,-0.03199999999999997,10,256,-0.02799999999999997,82,148,-0.020000000000000018,-38,-196,-234,-353,29.0,81,42,14,149,-24,-506,-847.0,0,21,21,7,19,5,18,-3,-10,19,-14,-14,10,3,5,6,18,4,-8,-6,3,15,7,17,17
New York Knicks,Phoenix Suns,1,0,15,-15,10.0,172,240,0.008000000000000007,-145,-318,-0.009000000000000008,-22,-6,-0.010000000000000009,107,-94,13,-23,-65.0,78,-68,77,-64,45,177,582.0,0,-16,-16,-4,-11,-8,-6,17,15,5,3,1,3,-9,7,-1,1,-10,-15,13,13,-6,-10,-9,-15
